cell,gene
ABarapapp,smp-2
ABalppapppa,nlp-7
ABalppapppa,par-6
ABalppapppa,gst-44
ABalppapppa,rhgf-1
ABalppapppa,cat-1
ABalppapppa,spn-4
ABalppapppa,mig-1
ABalppapppa,psa-4
ABalppapppa,nhr-22
ABalppapppa,pry-1
ABalppapppa,str-3
ABalppapppa,smp-2
ABprpaapaa,nlp-7
ABprpaapaa,par-6
ABprpaapaa,gst-44
ABprpaapaa,rhgf-1
ABprpaapaa,cat-1
ABprpaapaa,spn-4
ABprpaapaa,mig-1
ABprpaapaa,psa-4
ABprpaapaa,nhr-22
ABprpaapaa,pry-1
ABprpaapaa,str-3
ABprpaapaa,jkk-1
ABprpaapaa,smp-2
ABprpaapaa,nhr-85
Cppa,nlp-7
Cppa,unc-17
Cppa,par-6
Cppa,gst-44
Cppa,rhgf-1
Cppa,cat-1
Cppa,psa-4
Cppa,pry-1
Cppa,str-3
Cppa,unc-97
Cppa,acy-1
Cppa,gly-18
Cppa,smp-2
H2R.pppp,B0285.6
W.aa,tax-4
ABa,daf-14
ABa,lad-2
ABa,pcs-1
ABa,unc-86
ABa,nlp-7
ABa,gst-44
ABa,rhgf-1
ABa,cyk-3
ABa,vha-2
ABa,mgl-1
ABa,inx-4
ABa,psa-4
ABa,gpa-9
ABa,gcy-12
ABa,sng-1
ABa,cki-1
ABa,pry-1
ABa,str-3
ABa,lin-11
ABa,tbx-9
ABa,osm-3
ABa,unc-112
ABa,nhr-85
ABa,vab-15
SM1L.ppp,egl-5
SM1L.ppp,gar-2
H2R.pppa,B0285.6
ABplapaapp,nlp-7
ABplapaapp,par-6
ABplapaapp,gst-44
ABplapaapp,rhgf-1
ABplapaapp,cat-1
ABplapaapp,spn-4
ABplapaapp,mig-1
ABplapaapp,psa-4
ABplapaapp,nhr-22
ABplapaapp,pry-1
ABplapaapp,str-3
ABplapaapp,jkk-1
ABplapaapp,smp-2
ABplapaapp,nhr-85
Cppap,nlp-7
Cppap,unc-17
Cppap,par-6
Cppap,gst-44
Cppap,rhgf-1
Cppap,cat-1
Cppap,psa-4
Cppap,pry-1
Cppap,str-3
Cppap,acy-1
Cppap,smp-2
Cppap,nhr-85
Z1.ppa,gpa-12
Z1.ppa,F55G1.6
ABplpppppp,nlp-7
ABplpppppp,unc-17
ABplpppppp,par-6
ABplpppppp,gst-44
ABplpppppp,rhgf-1
ABplpppppp,cat-1
ABplpppppp,spn-4
ABplpppppp,mig-1
ABplpppppp,psa-4
ABplpppppp,nhr-22
ABplpppppp,nud-2
ABplpppppp,pry-1
ABplpppppp,str-3
ABplpppppp,jkk-1
ABplpppppp,smp-2
ABplpppppp,nhr-85
PVDL,inx-12
PVDL,gcy-37
PVDL,pgp-3
PVDL,nlp-14
PVDL,kvs-1
PVDL,gcy-8
PVDL,AH6.3
PVDL,srg-2
PVDL,kal-1
PVDL,erm-1
PVDL,cwp-4
PVDL,inx-3
PVDL,unc-14
PVDL,pig-1
PVDL,acy-2
PVDL,sra-1
PVDL,srb-6
PVDL,sra-9
PVDL,rpl-10
V6L.ppppaap,oga-1
V6L.ppppaap,gar-2
V6L.ppppaap,alh-9
V6L.ppppaap,srg-13
V6L.ppppaap,cha-1
Cappaa,nlp-7
Cappaa,unc-17
Cappaa,par-6
Cappaa,gst-44
Cappaa,rhgf-1
Cappaa,cat-1
Cappaa,psa-4
Cappaa,nhr-22
Cappaa,pry-1
Cappaa,str-3
Cappaa,smp-2
P10.pap,ggr-2
PVDR,inx-12
PVDR,gcy-37
PVDR,pgp-3
PVDR,nlp-14
PVDR,kvs-1
PVDR,gcy-8
PVDR,AH6.3
PVDR,srg-2
PVDR,kal-1
PVDR,erm-1
PVDR,cwp-4
PVDR,inx-3
PVDR,unc-14
PVDR,pig-1
PVDR,acy-2
PVDR,sra-1
PVDR,srb-6
PVDR,sra-9
PVDR,rpl-10
ABplpppppa,nlp-7
ABplpppppa,unc-17
ABplpppppa,par-6
ABplpppppa,gst-44
ABplpppppa,rhgf-1
ABplpppppa,cat-1
ABplpppppa,spn-4
ABplpppppa,mig-1
ABplpppppa,psa-4
ABplpppppa,nhr-22
ABplpppppa,nud-2
ABplpppppa,pry-1
ABplpppppa,str-3
ABplpppppa,jkk-1
ABplpppppa,smp-2
ABplpppppa,nhr-85
Z1.ppp,gpa-12
Z1.ppp,ceh-13
Z1.ppp,F55G1.6
Z1.ppp,ahr-1
Z1.ppp,sdz-4
Z1.ppp,rgs-2
V6L.ppppaaa,oga-1
V6L.ppppaaa,gar-2
V6L.ppppaaa,alh-9
V6L.ppppaaa,srg-13
V6L.ppppaaa,cha-1
P10.paa,ggr-2
Cappap,nlp-7
Cappap,unc-17
Cappap,par-6
Cappap,gst-44
Cappap,rhgf-1
Cappap,cat-1
Cappap,psa-4
Cappap,nhr-22
Cappap,pry-1
Cappap,str-3
Cappap,smp-2
TL.appapa,gpa-13
TL.appapa,oga-1
TL.appapa,gar-2
TL.appapa,srg-13
TL.appapa,cha-1
ABprpaapapp,nlp-7
ABprpaapapp,par-6
ABprpaapapp,gst-44
ABprpaapapp,rhgf-1
ABprpaapapp,cat-1
ABprpaapapp,spn-4
ABprpaapapp,mig-1
ABprpaapapp,psa-4
ABprpaapapp,nhr-22
ABprpaapapp,pry-1
ABprpaapapp,str-3
ABprpaapapp,jkk-1
ABprpaapapp,smp-2
ABalppppaav,nlp-7
ABalppppaav,par-6
ABalppppaav,gst-44
ABalppppaav,rhgf-1
ABalppppaav,cat-1
ABalppppaav,spn-4
ABalppppaav,mig-1
ABalppppaav,psa-4
ABalppppaav,nhr-22
ABalppppaav,pry-1
ABalppppaav,str-3
ABalppppaav,smp-2
ABplppapaa,nlp-7
ABplppapaa,par-6
ABplppapaa,gst-44
ABplppapaa,rhgf-1
ABplppapaa,cat-1
ABplppapaa,spn-4
ABplppapaa,mig-1
ABplppapaa,psa-4
ABplppapaa,nhr-22
ABplppapaa,pry-1
ABplppapaa,str-3
ABplppapaa,jkk-1
ABplppapaa,smp-2
ABara,daf-9
ABara,daf-14
ABara,vha-5
ABara,unc-86
ABara,nlp-13
ABara,nlp-7
ABara,gst-44
ABara,rhgf-1
ABara,inx-4
ABara,psa-4
ABara,gcy-12
ABara,pry-1
ABara,str-3
ABara,nhr-85
SM1R.aaa,egl-5
SM1R.aaa,gar-2
ABplppapap,nlp-7
ABplppapap,par-6
ABplppapap,gst-44
ABplppapap,rhgf-1
ABplppapap,cat-1
ABplppapap,spn-4
ABplppapap,mig-1
ABplppapap,psa-4
ABplppapap,nhr-22
ABplppapap,pry-1
ABplppapap,str-3
ABplppapap,jkk-1
ABplppapap,smp-2
TL.appap,oga-1
TL.appap,gar-2
TL.appap,srd-1
TL.appap,srg-13
TL.appap,cha-1
ABplpappa,nlp-7
ABplpappa,par-6
ABplpappa,gst-44
ABplpappa,rhgf-1
ABplpappa,cat-1
ABplpappa,spn-4
ABplpappa,mig-1
ABplpappa,psa-4
ABplpappa,pry-1
ABplpappa,str-3
ABplpappa,acy-1
ABplpappa,jkk-1
ABplpappa,smp-2
ABplpappa,crt-1
Cpppap,nlp-7
Cpppap,unc-17
Cpppap,par-6
Cpppap,gst-44
Cpppap,rhgf-1
Cpppap,cat-1
Cpppap,psa-4
Cpppap,nhr-22
Cpppap,pry-1
Cpppap,str-3
Cpppap,smp-2
ABplpappp,nlp-7
ABplpappp,unc-17
ABplpappp,par-6
ABplpappp,gst-44
ABplpappp,rhgf-1
ABplpappp,cat-1
ABplpappp,spn-4
ABplpappp,mig-1
ABplpappp,psa-4
ABplpappp,pry-1
ABplpappp,str-3
ABplpappp,acy-1
ABplpappp,jkk-1
ABplpappp,smp-2
ABplpappp,crt-1
MSapapaa,par-6
MSapapaa,gst-44
MSapapaa,rhgf-1
MSapapaa,cat-1
MSapapaa,spn-4
MSapapaa,mig-1
MSapapaa,psa-4
MSapapaa,nhr-22
MSapapaa,pry-1
MSapapaa,str-3
MSapapaa,smp-2
V1R.a,alh-9
V1R.a,klp-16
V1R.a,B0285.6
V4R.papa,alh-9
V4R.papa,B0285.6
vpi2DR,T28B4.1
vpi2DR,pos-1
vpi2DR,par-6
vpi2DR,gst-44
vpi2DR,rhgf-1
vpi2DR,cat-1
vpi2DR,psa-4
vpi2DR,nhr-22
vpi2DR,ocr-2
vpi2DR,pry-1
vpi2DR,str-3
vpi2DR,zig-5
vpi2DR,smp-2
vpi2DL,T28B4.1
vpi2DL,pos-1
vpi2DL,par-6
vpi2DL,gst-44
vpi2DL,rhgf-1
vpi2DL,cat-1
vpi2DL,psa-4
vpi2DL,nhr-22
vpi2DL,ocr-2
vpi2DL,pry-1
vpi2DL,str-3
vpi2DL,zig-5
vpi2DL,smp-2
MSapapap,par-6
MSapapap,gst-44
MSapapap,rhgf-1
MSapapap,cat-1
MSapapap,spn-4
MSapapap,mig-1
MSapapap,psa-4
MSapapap,nhr-22
MSapapap,pry-1
MSapapap,str-3
MSapapap,ric-19
MSapapap,smp-2
V1R.p,alh-9
V1R.p,klp-16
V1R.p,B0285.6
V4R.papp,alh-9
V4R.papp,ver-2
V4R.papp,B0285.6
MCL,par-6
MCL,gst-44
MCL,rhgf-1
MCL,cat-1
MCL,ceh-20
MCL,psa-4
MCL,nhr-22
MCL,pry-1
MCL,str-3
MCL,smp-2
MCL,ICB4 antigen
ABalppppppa,nlp-7
ABalppppppa,par-6
ABalppppppa,gst-44
ABalppppppa,rhgf-1
ABalppppppa,cat-1
ABalppppppa,spn-4
ABalppppppa,mig-1
ABalppppppa,psa-4
ABalppppppa,nhr-22
ABalppppppa,pry-1
ABalppppppa,str-3
ABalppppppa,smp-2
ABplppapaaa,nlp-7
ABplppapaaa,par-6
ABplppapaaa,gst-44
ABplppapaaa,rhgf-1
ABplppapaaa,cat-1
ABplppapaaa,spn-4
ABplppapaaa,mig-1
ABplppapaaa,psa-4
ABplppapaaa,nhr-22
ABplppapaaa,pry-1
ABplppapaaa,str-3
ABplppapaaa,jkk-1
ABplppapaaa,smp-2
ABalppppppp,nlp-7
ABalppppppp,par-6
ABalppppppp,gst-44
ABalppppppp,rhgf-1
ABalppppppp,cat-1
ABalppppppp,spn-4
ABalppppppp,mig-1
ABalppppppp,psa-4
ABalppppppp,nhr-22
ABalppppppp,pry-1
ABalppppppp,str-3
ABalppppppp,smp-2
MCR,par-6
MCR,gst-44
MCR,rhgf-1
MCR,cat-1
MCR,ceh-20
MCR,psa-4
MCR,nhr-22
MCR,pry-1
MCR,str-3
MCR,smp-2
MCR,ICB4 antigen
ABplaappp,nlp-7
ABplaappp,par-6
ABplaappp,gst-44
ABplaappp,rhgf-1
ABplaappp,cat-1
ABplaappp,spn-4
ABplaappp,mig-1
ABplaappp,psa-4
ABplaappp,pry-1
ABplaappp,str-3
ABplaappp,acy-1
ABplaappp,jkk-1
ABplaappp,smp-2
ABplaappp,crt-1
V5R.pap,alh-9
ABprapaaaaa,nlp-7
ABprapaaaaa,par-6
ABprapaaaaa,gst-44
ABprapaaaaa,rhgf-1
ABprapaaaaa,cat-1
ABprapaaaaa,spn-4
ABprapaaaaa,mig-1
ABprapaaaaa,psa-4
ABprapaaaaa,nhr-22
ABprapaaaaa,pry-1
ABprapaaaaa,str-3
ABprapaaaaa,jkk-1
ABprapaaaaa,smp-2
V5R.paa,alh-9
ABplaappa,nlp-7
ABplaappa,par-6
ABplaappa,gst-44
ABplaappa,rhgf-1
ABplaappa,cat-1
ABplaappa,spn-4
ABplaappa,mig-1
ABplaappa,psa-4
ABplaappa,pry-1
ABplaappa,str-3
ABplaappa,acy-1
ABplaappa,jkk-1
ABplaappa,smp-2
ABplaappa,crt-1
ABplaappa,nhr-85
ABprapaaaap,nlp-7
ABprapaaaap,par-6
ABprapaaaap,gst-44
ABprapaaaap,rhgf-1
ABprapaaaap,cat-1
ABprapaaaap,spn-4
ABprapaaaap,mig-1
ABprapaaaap,psa-4
ABprapaaaap,nhr-22
ABprapaaaap,pry-1
ABprapaaaap,str-3
ABprapaaaap,jkk-1
ABprapaaaap,smp-2
Caapp,nlp-7
Caapp,unc-17
Caapp,par-6
Caapp,gst-44
Caapp,rhgf-1
Caapp,cat-1
Caapp,psa-4
Caapp,pry-1
Caapp,str-3
Caapp,acy-1
Caapp,smp-2
ABarapapaa,nlp-7
ABarapapaa,par-6
ABarapapaa,gst-44
ABarapapaa,rhgf-1
ABarapapaa,cat-1
ABarapapaa,spn-4
ABarapapaa,mig-1
ABarapapaa,psa-4
ABarapapaa,nhr-22
ABarapapaa,pry-1
ABarapapaa,str-3
ABarapapaa,smp-2
ABarapapaa,nhr-85
B.alapaad,wrk-1
Capppap,nlp-7
Capppap,par-6
Capppap,gst-44
Capppap,rhgf-1
Capppap,cat-1
Capppap,psa-4
Capppap,nhr-22
Capppap,mig-13
Capppap,pry-1
Capppap,str-3
Capppap,ric-19
Capppap,grd-6
Capppap,smp-2
V3L.p,osm-10
V3L.p,alh-9
V3L.p,klp-16
V3L.p,sel-8
V3L.p,B0285.6
ABarapapap,nlp-7
ABarapapap,par-6
ABarapapap,gst-44
ABarapapap,rhgf-1
ABarapapap,cat-1
ABarapapap,spn-4
ABarapapap,mig-1
ABarapapap,psa-4
ABarapapap,pry-1
ABarapapap,str-3
ABarapapap,smp-2
ABarapapap,nhr-85
V3L.a,osm-10
V3L.a,alh-9
V3L.a,klp-16
V3L.a,sel-8
V3L.a,B0285.6
MSpaa,hlh-2
MSpaa,lin-12
MSpaa,par-6
MSpaa,gst-44
MSpaa,rhgf-1
MSpaa,spn-4
MSpaa,mig-1
MSpaa,psa-4
MSpaa,pry-1
MSpaa,str-3
MSpaa,unc-97
MSpaa,smp-2
MSpaa,nhr-85
V6R.papapp,alh-9
V5R.pppppa,gpa-13
V5R.pppppa,oga-1
V5R.pppppa,gar-2
V5R.pppppa,alh-9
V5R.pppppa,srg-13
V5R.pppppa,cha-1
AVJR,unc-103
AVJR,scc-1
AVJR,flp-1
AVJR,ces-2
AVJR,par-6
AVJR,ceh-48
AVJR,gst-44
AVJR,rhgf-1
AVJR,cat-1
AVJR,smp-1
AVJR,psa-4
AVJR,nhr-22
AVJR,inx-3
AVJR,F54C9.7
AVJR,pry-1
AVJR,str-3
AVJR,unc-53
AVJR,smp-2
AVJR,klp-18
ABalppaaa,nlp-7
ABalppaaa,par-6
ABalppaaa,gst-44
ABalppaaa,rhgf-1
ABalppaaa,cat-1
ABalppaaa,spn-4
ABalppaaa,mig-1
ABalppaaa,psa-4
ABalppaaa,pry-1
ABalppaaa,str-3
ABalppaaa,acy-1
ABalppaaa,smp-2
ABalppaaa,crt-1
ABalppaaa,nhr-85
ABaraapp,hlh-2
ABaraapp,nlp-7
ABaraapp,par-6
ABaraapp,gst-44
ABaraapp,rhgf-1
ABaraapp,cat-1
ABaraapp,spn-4
ABaraapp,mig-1
ABaraapp,psa-4
ABaraapp,pry-1
ABaraapp,str-3
ABaraapp,acy-1
ABaraapp,smp-2
ABaraapp,crt-1
Dap,unc-17
Dap,par-6
Dap,gst-44
Dap,rhgf-1
Dap,cat-1
Dap,psa-4
Dap,pry-1
Dap,str-3
Dap,unc-97
Dap,ooc-3
Dap,acy-1
Dap,smp-2
Dap,crt-1
V6R.papapa,gpa-13
V6R.papapa,oga-1
V6R.papapa,gar-2
V6R.papapa,alh-9
V6R.papapa,srg-13
V6R.papapa,cha-1
Z4.apaapp,tba-2
V5R.pppppp,alh-9
ABalppaap,nlp-7
ABalppaap,par-6
ABalppaap,gst-44
ABalppaap,rhgf-1
ABalppaap,cat-1
ABalppaap,spn-4
ABalppaap,mig-1
ABalppaap,psa-4
ABalppaap,pry-1
ABalppaap,str-3
ABalppaap,acy-1
ABalppaap,smp-2
ABalppaap,crt-1
ABalppaap,nhr-85
ABaraapa,hlh-2
ABaraapa,nlp-7
ABaraapa,par-6
ABaraapa,gst-44
ABaraapa,rhgf-1
ABaraapa,cat-1
ABaraapa,spn-4
ABaraapa,mig-1
ABaraapa,psa-4
ABaraapa,pry-1
ABaraapa,str-3
ABaraapa,acy-1
ABaraapa,smp-2
ABaraapa,crt-1
ABarapapaaa,nlp-7
ABarapapaaa,par-6
ABarapapaaa,gst-44
ABarapapaaa,rhgf-1
ABarapapaaa,cat-1
ABarapapaaa,spn-4
ABarapapaaa,mig-1
ABarapapaaa,psa-4
ABarapapaaa,nhr-22
ABarapapaaa,pry-1
ABarapapaaa,str-3
ABarapapaaa,smp-2
B.alpa,wrk-1
V1R.pappp,alh-9
V1R.pappp,B0285.6
R3BL,cnd-1
R3BL,pgp-3
R3BL,ceh-14
R3BL,clh-4
R3BL,hcp-1
R3BL,daf-7
R3BL,fax-1
R3BL,unc-5
R3BL,mec-10
R3BL,daf-3
R3BL,avr-15
R3BL,nhr-25
R3BL,ooc-5
R3BL,unc-32
R3BL,exc-7
R3BL,del-1
R3BL,Y46G5A.4
R3BL,rpl-5
R3BL,hid-1
R3BL,ocr-1
R3BL,C32B5.6
R3BL,lon-3
R3BL,cog-1
R3BL,gsp-4
R3BL,wrm-1
R3BL,nlp-8
R3BL,tax-6
R3BL,cha-1
R3BR,cnd-1
R3BR,pgp-3
R3BR,ceh-14
R3BR,clh-4
R3BR,hcp-1
R3BR,daf-7
R3BR,fax-1
R3BR,unc-5
R3BR,mec-10
R3BR,daf-3
R3BR,avr-15
R3BR,nhr-25
R3BR,ooc-5
R3BR,unc-32
R3BR,exc-7
R3BR,del-1
R3BR,Y46G5A.4
R3BR,rpl-5
R3BR,hid-1
R3BR,ocr-1
R3BR,C32B5.6
R3BR,lon-3
R3BR,cog-1
R3BR,gsp-4
R3BR,wrm-1
R3BR,nlp-8
R3BR,tax-6
R3BR,cha-1
SABD,gcy-37
SABD,gcy-8
SABD,par-6
SABD,gst-44
SABD,rhgf-1
SABD,itr-1
SABD,cat-1
SABD,psa-4
SABD,nhr-22
SABD,F54C9.7
SABD,pry-1
SABD,str-3
SABD,rig-5
SABD,smp-2
V1R.pappa,alh-9
V1R.pappa,B0285.6
MSapaapa,par-6
MSapaapa,gst-44
MSapaapa,rhgf-1
MSapaapa,cat-1
MSapaapa,spn-4
MSapaapa,mig-1
MSapaapa,psa-4
MSapaapa,nhr-22
MSapaapa,pry-1
MSapaapa,str-3
MSapaapa,smp-2
Caapa,nlp-7
Caapa,unc-17
Caapa,par-6
Caapa,gst-44
Caapa,rhgf-1
Caapa,cat-1
Caapa,psa-4
Caapa,nhr-22
Caapa,pry-1
Caapa,str-3
Caapa,zmp-1
Caapa,acy-1
Caapa,smp-2
ABplpaappppp,nlp-7
ABplpaappppp,par-6
ABplpaappppp,gst-44
ABplpaappppp,rhgf-1
ABplpaappppp,spn-4
ABplpaappppp,mig-1
ABplpaappppp,psa-4
ABplpaappppp,pry-1
ABplpaappppp,str-3
ABplpaappppp,jkk-1
TR.a,osm-10
TR.a,pUL#AL29
TR.a,hsp-43
TR.a,ins-8
TR.a,unc-73
TR.a,sel-8
TR.a,egl-3
TR.a,gcs-1
TR.p,osm-10
TR.p,pUL#AL29
TR.p,hsp-43
TR.p,ins-8
TR.p,unc-73
TR.p,sel-8
TR.p,egl-3
TR.p,gcs-1
TL.ap,unc-73
MSppppp,par-6
MSppppp,gst-44
MSppppp,rhgf-1
MSppppp,cat-1
MSppppp,spn-4
MSppppp,mig-1
MSppppp,psa-4
MSppppp,pry-1
MSppppp,str-3
MSppppp,acy-1
MSppppp,smp-2
spike/X,par-6
spike/X,gst-44
spike/X,rhgf-1
spike/X,cat-1
spike/X,psa-4
spike/X,nhr-22
spike/X,pry-1
spike/X,str-3
spike/X,smp-2
TL.aa,unc-73
MSppppa,par-6
MSppppa,gst-44
MSppppa,rhgf-1
MSppppa,cat-1
MSppppa,spn-4
MSppppa,mig-1
MSppppa,psa-4
MSppppa,pry-1
MSppppa,str-3
MSppppa,acy-1
MSppppa,smp-2
Capaaap,nlp-7
Capaaap,par-6
Capaaap,gst-44
Capaaap,rhgf-1
Capaaap,cat-1
Capaaap,psa-4
Capaaap,nhr-22
Capaaap,mig-13
Capaaap,pry-1
Capaaap,str-3
Capaaap,ric-19
Capaaap,grd-6
Capaaap,smp-2
ABalpappaaa,nlp-7
ABalpappaaa,par-6
ABalpappaaa,gst-44
ABalpappaaa,rhgf-1
ABalpappaaa,cat-1
ABalpappaaa,spn-4
ABalpappaaa,mig-1
ABalpappaaa,psa-4
ABalpappaaa,nhr-22
ABalpappaaa,pry-1
ABalpappaaa,str-3
ABalpappaaa,smp-2
P0,par-3
P0,gpa-14
P0,lad-2
P0,pcs-1
P0,unc-86
P0,gst-44
P0,rhgf-1
P0,cyk-3
P0,vha-2
P0,vha-4
P0,mgl-1
P0,inx-4
P0,psa-4
P0,gpa-9
P0,mex-3
P0,sng-1
P0,pry-1
P0,str-3
P0,unc-112
P0,gly-15
P0,glr-7
P0,glr-5
P0,vab-15
P0,ced-7
ABarapaapp,nlp-7
ABarapaapp,par-6
ABarapaapp,gst-44
ABarapaapp,rhgf-1
ABarapaapp,cat-1
ABarapaapp,spn-4
ABarapaapp,mig-1
ABarapaapp,psa-4
ABarapaapp,pry-1
ABarapaapp,str-3
ABarapaapp,smp-2
ABalpappaap,nlp-7
ABalpappaap,par-6
ABalpappaap,gst-44
ABalpappaap,rhgf-1
ABalpappaap,cat-1
ABalpappaap,spn-4
ABalpappaap,mig-1
ABalpappaap,psa-4
ABalpappaap,nhr-22
ABalpappaap,pry-1
ABalpappaap,str-3
ABalpappaap,smp-2
V5L.pap,alh-9
MSppaaa,par-6
MSppaaa,gst-44
MSppaaa,rhgf-1
MSppaaa,cat-1
MSppaaa,spn-4
MSppaaa,mig-1
MSppaaa,psa-4
MSppaaa,pry-1
MSppaaa,str-3
MSppaaa,acy-1
MSppaaa,smp-2
arc_ant_V,par-6
arc_ant_V,gst-44
arc_ant_V,rhgf-1
arc_ant_V,cat-1
arc_ant_V,psa-4
arc_ant_V,nhr-22
arc_ant_V,pry-1
arc_ant_V,str-3
arc_ant_V,smp-2
ABarapaapa,nlp-7
ABarapaapa,par-6
ABarapaapa,gst-44
ABarapaapa,rhgf-1
ABarapaapa,cat-1
ABarapaapa,spn-4
ABarapaapa,mig-1
ABarapaapa,psa-4
ABarapaapa,nhr-22
ABarapaapa,pry-1
ABarapaapa,str-3
ABarapaapa,smp-2
ABpraapp,nlp-7
ABpraapp,par-6
ABpraapp,gst-44
ABpraapp,rhgf-1
ABpraapp,cat-1
ABpraapp,spn-4
ABpraapp,mig-1
ABpraapp,psa-4
ABpraapp,pry-1
ABpraapp,str-3
ABpraapp,acy-1
ABpraapp,jkk-1
ABpraapp,smp-2
ABpraapp,crt-1
ABplaap,nlp-7
ABplaap,par-6
ABplaap,gst-44
ABplaap,rhgf-1
ABplaap,spn-4
ABplaap,mig-1
ABplaap,psa-4
ABplaap,pry-1
ABplaap,str-3
ABplaap,jkk-1
ABplaap,smp-2
ABplaap,crt-1
ABplaap,nhr-85
V2L.pp,alh-9
V2L.pp,klp-16
V2L.pp,B0285.6
ABpraapa,nlp-7
ABpraapa,par-6
ABpraapa,gst-44
ABpraapa,rhgf-1
ABpraapa,cat-1
ABpraapa,spn-4
ABpraapa,mig-1
ABpraapa,psa-4
ABpraapa,pry-1
ABpraapa,str-3
ABpraapa,acy-1
ABpraapa,jkk-1
ABpraapa,smp-2
ABpraapa,crt-1
ABplaaa,nlp-7
ABplaaa,par-6
ABplaaa,gst-44
ABplaaa,rhgf-1
ABplaaa,spn-4
ABplaaa,mig-1
ABplaaa,psa-4
ABplaaa,pry-1
ABplaaa,str-3
ABplaaa,jkk-1
ABplaaa,smp-2
ABplaaa,crt-1
ABplaaa,nhr-85
ABplaaa,cnb-1
V2L.pa,alh-9
V2L.pa,klp-16
V2L.pa,B0285.6
SM1R.pap,egl-5
SM1R.pap,gar-2
IL1DL,par-6
IL1DL,gst-44
IL1DL,rhgf-1
IL1DL,R09A8.5
IL1DL,psa-4
IL1DL,snt-1
IL1DL,pry-1
IL1DL,str-3
IL1DL,gpa-5
ABprpaappa,nlp-7
ABprpaappa,par-6
ABprpaappa,gst-44
ABprpaappa,rhgf-1
ABprpaappa,cat-1
ABprpaappa,spn-4
ABprpaappa,mig-1
ABprpaappa,psa-4
ABprpaappa,nhr-22
ABprpaappa,pry-1
ABprpaappa,str-3
ABprpaappa,jkk-1
ABprpaappa,smp-2
ABprpaappa,nhr-85
m1VR,par-6
m1VR,gst-44
m1VR,rhgf-1
m1VR,cat-1
m1VR,psa-4
m1VR,nhr-22
m1VR,pry-1
m1VR,str-3
m1VR,smp-2
ABalap,tph-1
ABalap,daf-9
ABalap,daf-14
ABalap,vha-5
ABalap,unc-86
ABalap,nlp-7
ABalap,par-6
ABalap,gst-44
ABalap,rhgf-1
ABalap,let-60
ABalap,unc-4
ABalap,rig-1
ABalap,spn-4
ABalap,mig-1
ABalap,inx-4
ABalap,psa-4
ABalap,gcy-12
ABalap,nlp-27
ABalap,pry-1
ABalap,str-3
ABalap,let-413
ABalap,klp-16
ABalap,nhr-85
DVA,gcy-37
DVA,nhx-9
DVA,gcy-8
DVA,egl-4
DVA,par-6
DVA,gst-44
DVA,rhgf-1
DVA,itr-1
DVA,cat-1
DVA,psa-4
DVA,nhr-22
DVA,iff-2
DVA,egl-43
DVA,pry-1
DVA,str-3
DVA,lys-8
DVA,acy-1
DVA,smp-2
DVA,mls-1
DVA,klp-18
DVC,unc-103
DVC,nlp-7
DVC,ces-2
DVC,par-6
DVC,ceh-48
DVC,gst-44
DVC,rhgf-1
DVC,ham-2
DVC,cat-1
DVC,egl-36
DVC,psa-4
DVC,nhr-22
DVC,egl-43
DVC,pry-1
DVC,str-3
DVC,osm-5
DVC,smp-2
DVC,ifa-1
DVC,klp-18
DVB,gpa-11
DVB,lin-25
DVB,ceh-48
DVB,mec-3
DVB,sma-9
DVB,lin-48
DVB,ins-5
DVB,sop-3
DVB,F01F1.12
DVB,lag-2
DVB,srh-2
DVB,nlp-24
DVB,nlp-21
DVB,ifa-1
DVB,gpb-2
DVB,hen-1
SM1R.paa,egl-5
SM1R.paa,gar-2
m1VL,lin-35
m1VL,par-6
m1VL,gst-44
m1VL,rhgf-1
m1VL,cat-1
m1VL,psa-4
m1VL,nhr-22
m1VL,pry-1
m1VL,str-3
m1VL,smp-2
ABprpaappp,nlp-7
ABprpaappp,par-6
ABprpaappp,gst-44
ABprpaappp,rhgf-1
ABprpaappp,cat-1
ABprpaappp,spn-4
ABprpaappp,mig-1
ABprpaappp,psa-4
ABprpaappp,nhr-22
ABprpaappp,pry-1
ABprpaappp,str-3
ABprpaappp,jkk-1
ABprpaappp,smp-2
ABprpaappp,nhr-85
ABalaa,tph-1
ABalaa,daf-9
ABalaa,daf-14
ABalaa,unc-86
ABalaa,nlp-7
ABalaa,par-6
ABalaa,gst-44
ABalaa,rhgf-1
ABalaa,let-60
ABalaa,unc-4
ABalaa,rig-1
ABalaa,spn-4
ABalaa,mig-1
ABalaa,inx-4
ABalaa,psa-4
ABalaa,gcy-12
ABalaa,nlp-27
ABalaa,pry-1
ABalaa,str-3
ABalaa,nhr-85
ABalaa,bub-1
ABalapapapa,nlp-7
ABalapapapa,par-6
ABalapapapa,gst-44
ABalapapapa,rhgf-1
ABalapapapa,cat-1
ABalapapapa,spn-4
ABalapapapa,mig-1
ABalapapapa,psa-4
ABalapapapa,nhr-22
ABalapapapa,pry-1
ABalapapapa,str-3
ABalapapapa,smp-2
PHshL,par-6
PHshL,gst-44
PHshL,rhgf-1
PHshL,cat-1
PHshL,psa-4
PHshL,nhr-22
PHshL,vab-8
PHshL,pry-1
PHshL,str-3
PHshL,tba-2
PHshL,smp-2
Capaaaa,nlp-7
Capaaaa,par-6
Capaaaa,gst-44
Capaaaa,rhgf-1
Capaaaa,cat-1
